DurationMonth,CreditAmount,Age,ResidenceSince,StatusAccount,CreditHistory,Purpose,SavingsAccount,EmploymentSince,StatusAndSex,Guarantors,Property,InstallmentPlans,Housing,Job,Telephone,ForeignWorker,Customer,NCredits,NPeopleMain,InstallmentRate,index
48,2090,22,2.0,A12, A32, A40, A62, A73, A93, A101, A123, A143, A152, A173, A191, A201,2,1.0,1,4,6855
36,2993,22,1.0,A12, A32, A43, A61, A72, A92, A101, A123, A143, A152, A173, A191, A201,2,1.0,1,4,6856
43,6198,32,2.0,A12, A34, A49, A61, A71, A93, A101, A123, A142, A152, A174, A192, A201,2,1.0,1,4,6857
6,1358,22,4.0,A11, A32, A43, A61, A73, A93, A101, A121, A143, A151, A173, A192, A201,2,1.0,1,4,6858
60,5056,29,3.0,A11, A32, A43, A61, A73, A93, A101, A123, A143, A152, A173, A191, A201,2,1.0,1,4,6859
6,1615,32,1.0,A14, A32, A40, A61, A72, A92, A101, A122, A143, A152, A173, A191, A201,1,1.0,1,4,6860
52,3409,32,4.0,A12, A31, A49, A62, A75, A93, A101, A122, A142, A152, A173, A191, A201,1,1.0,2,4,6861
9,1415,30,1.0,A12, A32, A40, A62, A71, A92, A102, A122, A143, A152, A173, A191, A201,1,2.0,1,3,6862
6,1129,41,4.0,A11, A32, A40, A61, A73, A93, A101, A123, A143, A152, A172, A192, A201,1,1.0,1,3,6863
24,893,19,2.0,A14, A32, A43, A61, A74, A93, A101, A123, A143, A152, A172, A191, A201,1,1.0,1,3,6864
36,6182,39,2.0,A14, A32, A43, A61, A73, A93, A101, A122, A143, A152, A173, A192, A201,1,1.0,1,3,6865
45,2310,30,3.0,A12, A31, A40, A61, A71, A93, A102, A121, A141, A152, A173, A192, A201,1,1.0,1,2,6866
18,522,20,4.0,A12, A32, A43, A61, A73, A92, A101, A121, A143, A151, A173, A191, A201,2,1.0,1,4,6867
7,2492,36,2.0,A11, A32, A40, A61, A71, A92, A102, A122, A143, A152, A173, A192, A201,2,1.0,1,3,6868
12,2941,39,4.0,A11, A34, A41, A65, A75, A93, A101, A123, A143, A152, A174, A192, A201,1,1.0,1,4,6869
48,2993,47,2.0,A12, A32, A40, A61, A72, A93, A101, A123, A143, A152, A172, A192, A201,1,2.0,2,4,6870
9,1548,25,2.0,A14, A32, A43, A61, A74, A93, A101, A123, A143, A152, A173, A191, A201,1,1.0,1,2,6871
6,1035,44,4.0,A11, A32, A42, A61, A75, A92, A101, A122, A143, A152, A173, A192, A201,2,1.0,1,4,6872
24,3975,28,4.0,A14, A33, A49, A64, A73, A92, A101, A121, A142, A153, A173, A192, A201,1,3.0,1,2,6873
24,2747,25,4.0,A14, A34, A40, A61, A75, A93, A101, A121, A143, A152, A173, A191, A201,1,2.0,1,4,6874
6,274,66,4.0,A14, A32, A46, A65, A75, A93, A101, A121, A143, A152, A173, A192, A201,1,1.0,1,4,6875
18,13703,31,3.0,A14, A32, A42, A65, A74, A92, A101, A123, A143, A152, A173, A191, A201,1,1.0,1,3,6876
24,1295,24,4.0,A12, A32, A49, A61, A74, A93, A101, A123, A141, A152, A173, A191, A201,1,1.0,1,3,6877
4,1444,36,2.0,A11, A34, A43, A61, A73, A93, A103, A121, A143, A152, A173, A191, A201,1,2.0,2,1,6878
8,3864,37,2.0,A12, A32, A42, A61, A75, A92, A101, A122, A141, A152, A173, A191, A201,2,1.0,1,1,6879
12,4505,24,2.0,A14, A32, A49, A64, A73, A92, A101, A123, A142, A151, A173, A192, A201,2,2.0,1,3,6880
6,403,64,4.0,A11, A32, A40, A61, A75, A93, A101, A121, A143, A152, A172, A191, A201,1,1.0,1,4,6881
18,1815,38,1.0,A14, A32, A42, A61, A71, A92, A101, A121, A143, A152, A173, A192, A201,1,1.0,1,1,6882
12,936,27,2.0,A11, A34, A40, A65, A74, A93, A101, A123, A142, A152, A173, A192, A201,1,2.0,1,2,6883
6,704,26,2.0,A11, A32, A40, A61, A73, A92, A101, A122, A143, A151, A173, A191, A201,1,1.0,1,4,6884
9,5999,37,4.0,A12, A34, A41, A61, A74, A92, A101, A123, A143, A152, A174, A192, A201,1,1.0,1,4,6885
7,1196,37,4.0,A14, A34, A46, A61, A75, A93, A101, A124, A143, A153, A173, A191, A201,1,2.0,1,4,6886
10,1349,24,2.0,A14, A32, A43, A64, A73, A93, A102, A121, A142, A152, A173, A191, A201,1,2.0,1,3,6887
6,1645,20,2.0,A11, A32, A42, A61, A72, A92, A101, A123, A143, A152, A173, A191, A201,2,1.0,1,4,6888
26,12100,22,4.0,A11, A32, A46, A65, A73, A92, A101, A122, A143, A152, A173, A191, A201,2,1.0,1,4,6889
6,454,27,1.0,A14, A32, A43, A61, A74, A92, A101, A123, A143, A152, A173, A191, A201,2,1.0,1,4,6890
27,1527,30,3.0,A11, A31, A46, A63, A74, A94, A102, A123, A141, A152, A173, A191, A201,2,1.0,1,4,6891
5,1179,36,1.0,A11, A32, A40, A61, A73, A93, A101, A122, A143, A151, A173, A191, A201,1,1.0,1,3,6892
6,516,38,1.0,A12, A34, A42, A61, A74, A93, A101, A122, A143, A152, A173, A192, A201,1,1.0,1,4,6893
6,3290,28,1.0,A14, A34, A40, A61, A72, A92, A101, A121, A143, A152, A172, A191, A201,1,1.0,1,1,6894
10,3909,25,2.0,A14, A32, A40, A62, A74, A93, A101, A123, A143, A152, A173, A191, A201,1,1.0,1,3,6895
12,566,23,1.0,A14, A32, A43, A61, A73, A92, A101, A121, A143, A152, A173, A191, A201,1,1.0,1,4,6896
48,2004,28,2.0,A14, A32, A40, A61, A75, A93, A101, A121, A143, A152, A173, A192, A201,1,1.0,2,4,6897
36,1293,25,2.0,A14, A32, A40, A65, A73, A93, A101, A123, A143, A152, A173, A192, A201,1,1.0,2,4,6898
15,754,39,4.0,A14, A32, A43, A65, A75, A92, A101, A121, A143, A152, A173, A191, A201,1,1.0,1,2,6899
12,1106,47,4.0,A14, A34, A41, A65, A75, A93, A101, A123, A142, A152, A173, A191, A201,1,2.0,1,3,6900
5,3190,50,4.0,A12, A32, A46, A65, A75, A93, A101, A122, A143, A152, A173, A191, A201,2,1.0,1,4,6901
9,2003,30,2.0,A11, A34, A46, A61, A71, A93, A102, A122, A141, A152, A174, A192, A201,1,1.0,1,4,6902
4,568,25,4.0,A14, A34, A43, A61, A75, A93, A101, A123, A143, A152, A173, A191, A201,1,1.0,1,3,6903
12,941,63,4.0,A14, A32, A43, A65, A75, A93, A101, A121, A143, A152, A173, A191, A201,1,2.0,1,4,6904
48,4096,22,2.0,A12, A31, A49, A63, A73, A94, A101, A121, A142, A151, A173, A192, A201,2,1.0,1,4,6905
9,250,22,4.0,A11, A32, A43, A61, A75, A94, A101, A121, A143, A152, A173, A191, A201,1,1.0,1,4,6906
24,1823,31,4.0,A12, A34, A40, A64, A73, A92, A101, A121, A143, A152, A173, A191, A201,1,2.0,1,4,6907
9,3461,30,2.0,A14, A34, A41, A61, A74, A92, A101, A123, A143, A151, A172, A191, A201,2,2.0,2,3,6908
36,8019,30,3.0,A12, A31, A46, A61, A71, A93, A101, A124, A143, A152, A174, A192, A201,1,1.0,1,4,6909
12,6224,33,1.0,A12, A34, A42, A61, A71, A92, A101, A123, A143, A152, A174, A192, A201,2,2.0,1,1,6910
48,8371,25,1.0,A12, A32, A43, A61, A72, A92, A103, A122, A143, A152, A173, A191, A201,1,1.0,1,4,6911
24,5448,48,1.0,A11, A32, A43, A61, A74, A93, A101, A123, A141, A152, A172, A191, A201,1,1.0,1,2,6912
31,2977,52,3.0,A12, A32, A49, A62, A74, A93, A101, A123, A143, A152, A173, A192, A201,2,1.0,1,2,6913
6,1275,33,4.0,A14, A34, A43, A61, A74, A93, A101, A123, A143, A152, A172, A191, A201,1,2.0,1,3,6914
48,1572,46,4.0,A14, A34, A49, A61, A74, A93, A101, A123, A142, A152, A173, A192, A201,1,2.0,1,4,6915
16,2095,19,4.0,A12, A32, A43, A61, A74, A93, A101, A121, A143, A152, A173, A191, A201,1,1.0,1,4,6916
9,722,52,4.0,A11, A32, A40, A61, A73, A93, A101, A121, A143, A152, A172, A191, A201,1,2.0,1,3,6917
53,2101,25,4.0,A14, A32, A43, A61, A74, A92, A101, A124, A143, A151, A173, A192, A201,2,1.0,1,4,6918
6,1058,19,2.0,A14, A32, A42, A61, A73, A93, A101, A123, A143, A152, A173, A192, A201,1,1.0,1,2,6919
18,5921,21,2.0,A12, A32, A43, A61, A73, A92, A102, A121, A141, A151, A173, A191, A201,1,1.0,1,2,6920
12,1965,40,4.0,A12, A32, A42, A61, A75, A92, A101, A122, A143, A152, A173, A191, A201,2,1.0,1,1,6921
6,948,40,1.0,A12, A31, A46, A61, A72, A93, A102, A121, A141, A152, A172, A191, A201,1,1.0,1,4,6922
9,1598,47,2.0,A14, A32, A40, A61, A75, A93, A101, A124, A143, A152, A173, A191, A201,1,1.0,1,2,6923
24,3766,29,1.0,A11, A32, A43, A61, A73, A93, A102, A122, A143, A152, A173, A191, A201,2,1.0,1,4,6924
12,3153,32,4.0,A14, A34, A41, A61, A75, A93, A101, A124, A143, A153, A174, A192, A201,1,2.0,1,4,6925
12,1508,27,4.0,A14, A34, A41, A64, A75, A93, A101, A124, A143, A152, A174, A192, A201,1,3.0,2,4,6926
10,1551,35,1.0,A12, A34, A40, A61, A75, A93, A102, A121, A142, A152, A173, A191, A202,1,2.0,2,1,6927
24,1223,23,2.0,A12, A33, A49, A61, A73, A93, A101, A123, A142, A152, A173, A191, A201,1,2.0,1,4,6928
38,1881,28,2.0,A12, A32, A40, A65, A72, A92, A101, A121, A143, A151, A173, A191, A201,1,1.0,1,4,6929
7,1028,54,4.0,A11, A32, A42, A61, A73, A93, A101, A121, A143, A152, A173, A191, A201,1,1.0,1,3,6930
7,1080,24,2.0,A14, A32, A40, A61, A73, A93, A101, A123, A143, A152, A173, A191, A201,2,1.0,1,4,6931
24,1385,22,4.0,A12, A32, A42, A61, A73, A92, A101, A123, A143, A151, A172, A191, A201,1,2.0,1,4,6932
18,872,23,4.0,A14, A32, A43, A65, A75, A94, A103, A121, A143, A152, A173, A191, A201,1,1.0,1,4,6933
6,1727,22,4.0,A14, A32, A40, A61, A73, A92, A101, A123, A143, A152, A173, A192, A201,1,2.0,1,1,6934
6,1658,34,1.0,A12, A31, A46, A62, A72, A92, A102, A122, A141, A152, A173, A191, A201,2,1.0,1,2,6935
36,5822,24,4.0,A14, A33, A49, A62, A73, A93, A101, A123, A142, A152, A173, A192, A201,1,2.0,1,4,6936
6,1491,22,4.0,A14, A32, A43, A61, A73, A93, A101, A123, A143, A152, A173, A191, A201,1,1.0,1,3,6937
18,3547,27,3.0,A12, A33, A40, A62, A74, A94, A101, A121, A143, A152, A173, A192, A201,1,1.0,1,2,6938
9,1950,33,4.0,A12, A32, A41, A61, A74, A92, A101, A123, A143, A151, A173, A191, A201,1,1.0,1,3,6939
8,756,38,4.0,A14, A32, A40, A61, A72, A93, A101, A122, A143, A152, A173, A191, A201,1,1.0,1,4,6940
12,1403,29,2.0,A14, A32, A40, A65, A73, A93, A101, A122, A143, A152, A174, A192, A201,1,1.0,1,4,6941
12,888,25,2.0,A11, A32, A43, A61, A73, A93, A101, A124, A143, A152, A173, A191, A201,1,1.0,1,4,6942
12,1338,27,2.0,A11, A34, A42, A61, A73, A93, A101, A121, A143, A151, A172, A191, A201,1,2.0,1,3,6943
4,705,51,4.0,A14, A32, A41, A61, A75, A93, A101, A123, A143, A153, A173, A191, A201,1,1.0,1,4,6944
6,944,30,4.0,A14, A34, A43, A65, A75, A93, A101, A123, A143, A152, A174, A192, A201,1,1.0,1,4,6945
6,576,40,4.0,A11, A32, A46, A61, A71, A93, A101, A122, A143, A152, A173, A191, A201,2,1.0,1,4,6946
12,1189,38,3.0,A11, A32, A46, A61, A73, A93, A101, A124, A143, A152, A173, A191, A201,2,1.0,1,4,6947
30,10265,66,1.0,A11, A32, A46, A61, A72, A93, A101, A122, A143, A152, A173, A191, A201,2,1.0,1,1,6948
18,890,19,4.0,A11, A32, A43, A65, A73, A92, A101, A122, A143, A151, A173, A191, A201,1,1.0,1,4,6949
6,1903,23,1.0,A11, A32, A40, A61, A72, A92, A102, A122, A143, A152, A173, A191, A201,2,1.0,1,2,6950
27,445,22,2.0,A14, A34, A43, A65, A75, A93, A101, A121, A143, A152, A173, A191, A201,1,1.0,1,4,6951
9,562,26,2.0,A14, A34, A40, A61, A74, A92, A101, A122, A143, A152, A173, A191, A201,1,1.0,1,4,6952
10,785,26,4.0,A12, A32, A43, A65, A75, A92, A103, A121, A143, A152, A173, A191, A201,1,1.0,1,4,6953
10,1141,34,4.0,A11, A34, A42, A65, A75, A92, A101, A122, A143, A151, A173, A191, A201,1,1.0,1,2,6954
12,2830,48,1.0,A11, A32, A46, A61, A71, A93, A102, A124, A143, A153, A173, A191, A201,1,1.0,2,4,6955
6,723,42,2.0,A11, A32, A40, A61, A73, A93, A101, A121, A143, A152, A172, A191, A202,1,1.0,2,1,6956
7,1835,38,2.0,A14, A32, A40, A61, A72, A92, A101, A122, A143, A152, A173, A192, A201,1,1.0,1,4,6957
18,2719,32,4.0,A14, A32, A41, A61, A73, A92, A101, A124, A143, A153, A173, A192, A201,1,1.0,1,3,6958
9,5426,46,3.0,A14, A31, A46, A65, A74, A92, A102, A124, A141, A153, A173, A191, A201,1,1.0,1,2,6959
9,4293,27,1.0,A12, A32, A42, A61, A72, A92, A101, A122, A143, A152, A173, A191, A201,1,1.0,1,1,6960
5,1164,31,2.0,A12, A32, A46, A61, A71, A92, A101, A122, A143, A152, A174, A192, A201,1,1.0,1,4,6961
24,3169,28,1.0,A11, A34, A49, A64, A71, A93, A102, A122, A143, A152, A174, A191, A201,1,3.0,1,2,6962
10,1280,26,4.0,A14, A34, A42, A61, A75, A92, A101, A123, A143, A152, A173, A191, A201,1,1.0,1,1,6963
6,3536,53,4.0,A14, A34, A41, A61, A74, A93, A101, A121, A143, A152, A173, A191, A201,1,1.0,2,1,6964
6,923,19,4.0,A11, A32, A43, A61, A72, A92, A101, A122, A143, A151, A173, A191, A201,1,1.0,1,4,6965
30,4133,46,4.0,A11, A32, A46, A61, A73, A93, A101, A124, A143, A153, A173, A192, A201,2,1.0,1,4,6966
24,13185,23,2.0,A14, A34, A41, A61, A73, A93, A101, A123, A143, A152, A173, A191, A201,1,2.0,1,1,6967
6,964,27,4.0,A14, A32, A43, A61, A72, A92, A101, A121, A143, A151, A172, A191, A201,1,1.0,1,2,6968
46,9571,26,2.0,A14, A32, A43, A61, A73, A93, A101, A123, A142, A152, A173, A191, A201,1,2.0,1,2,6969
9,1151,27,2.0,A12, A32, A40, A61, A75, A94, A101, A121, A143, A152, A172, A191, A201,1,1.0,1,3,6970
4,1886,27,2.0,A11, A32, A40, A61, A73, A93, A102, A121, A143, A152, A173, A191, A202,1,1.0,1,2,6971
16,1079,23,4.0,A14, A32, A42, A62, A72, A92, A101, A123, A143, A151, A173, A192, A201,1,1.0,1,2,6972
12,5281,23,2.0,A12, A32, A46, A65, A71, A92, A101, A122, A143, A152, A174, A191, A201,2,1.0,1,4,6973
6,489,27,4.0,A14, A34, A43, A64, A75, A93, A101, A123, A143, A152, A173, A191, A201,1,2.0,1,4,6974
15,884,19,1.0,A12, A32, A40, A65, A72, A92, A101, A121, A143, A152, A173, A192, A201,1,1.0,1,4,6975
6,352,60,4.0,A11, A34, A40, A61, A73, A93, A101, A122, A143, A152, A173, A191, A201,1,2.0,1,4,6976
9,2370,26,3.0,A12, A32, A41, A61, A73, A93, A101, A123, A143, A152, A173, A192, A201,1,1.0,1,3,6977
24,1551,34,3.0,A14, A33, A49, A64, A74, A93, A101, A122, A142, A152, A173, A191, A201,1,2.0,1,4,6978
24,745,42,4.0,A11, A32, A46, A61, A72, A92, A101, A124, A143, A153, A173, A192, A201,2,1.0,1,4,6979
22,5428,39,2.0,A14, A32, A42, A61, A73, A93, A101, A122, A143, A152, A173, A191, A201,1,1.0,1,2,6980
48,6932,23,2.0,A12, A32, A43, A61, A72, A93, A101, A122, A143, A152, A174, A192, A201,2,1.0,1,4,6981
20,896,30,4.0,A14, A34, A43, A65, A75, A93, A101, A121, A143, A152, A173, A191, A201,1,2.0,1,4,6982
13,1550,30,1.0,A12, A32, A43, A65, A73, A92, A101, A121, A143, A152, A173, A191, A201,1,1.0,1,1,6983
5,1116,36,4.0,A14, A32, A40, A61, A72, A92, A101, A122, A143, A151, A173, A191, A201,1,1.0,1,1,6984
12,1017,36,4.0,A14, A32, A49, A62, A73, A93, A101, A121, A143, A152, A173, A191, A201,1,1.0,1,3,6985
12,6888,34,4.0,A11, A34, A43, A61, A73, A93, A101, A122, A143, A152, A173, A191, A201,1,1.0,1,4,6986
4,250,21,2.0,A14, A34, A43, A61, A73, A92, A101, A123, A143, A152, A173, A191, A201,1,2.0,1,4,6987
24,1482,22,4.0,A11, A32, A43, A63, A74, A94, A101, A122, A143, A151, A173, A191, A201,2,1.0,1,4,6988
6,2121,35,4.0,A11, A32, A42, A61, A71, A93, A101, A122, A143, A152, A174, A192, A201,1,1.0,1,1,6989
21,661,35,2.0,A11, A32, A40, A65, A74, A93, A101, A123, A143, A152, A173, A191, A201,1,1.0,1,4,6990
6,1297,50,4.0,A11, A34, A46, A61, A75, A93, A101, A124, A143, A153, A173, A191, A201,1,1.0,1,2,6991
6,953,23,4.0,A11, A32, A42, A61, A72, A93, A101, A121, A143, A151, A173, A191, A201,1,1.0,1,1,6992
24,4274,47,3.0,A14, A34, A43, A61, A75, A93, A101, A121, A141, A152, A173, A192, A201,1,1.0,1,2,6993
6,892,68,2.0,A14, A32, A43, A61, A75, A93, A101, A123, A143, A152, A172, A191, A201,1,1.0,1,4,6994
12,3016,24,2.0,A11, A32, A42, A61, A75, A92, A101, A122, A143, A151, A173, A191, A201,2,1.0,1,2,6995
6,565,36,2.0,A14, A32, A42, A65, A73, A93, A101, A122, A143, A152, A173, A191, A201,1,1.0,1,2,6996
12,3375,27,1.0,A12, A32, A49, A61, A71, A93, A101, A122, A143, A152, A173, A192, A201,2,1.0,1,4,6997
43,9229,24,2.0,A12, A32, A43, A61, A73, A93, A101, A123, A143, A152, A173, A191, A201,1,1.0,1,1,6998
9,3948,47,4.0,A14, A31, A46, A62, A75, A92, A101, A124, A143, A152, A173, A191, A201,1,1.0,1,2,6999
30,6286,52,2.0,A14, A32, A41, A61, A73, A92, A101, A123, A143, A152, A174, A192, A201,1,1.0,1,1,7000
15,1260,21,4.0,A11, A32, A46, A65, A73, A92, A102, A122, A143, A152, A173, A192, A201,2,1.0,1,2,7001
24,3126,29,1.0,A11, A31, A46, A61, A73, A92, A102, A124, A141, A152, A173, A191, A201,2,1.0,1,2,7002
24,2889,35,4.0,A14, A34, A49, A61, A75, A93, A101, A124, A143, A152, A173, A192, A201,1,3.0,2,4,7003
4,263,68,4.0,A14, A32, A40, A61, A73, A93, A101, A123, A143, A152, A173, A191, A201,1,1.0,1,3,7004
10,320,61,2.0,A11, A32, A40, A65, A75, A93, A101, A122, A143, A152, A173, A191, A201,1,1.0,1,4,7005
36,16142,27,4.0,A12, A32, A41, A65, A71, A93, A101, A124, A143, A152, A174, A192, A201,1,1.0,1,4,7006
18,1447,36,2.0,A14, A32, A40, A61, A73, A93, A101, A121, A143, A152, A173, A191, A201,1,1.0,1,2,7007
36,1659,22,2.0,A12, A32, A40, A61, A72, A92, A101, A123, A143, A152, A173, A191, A201,1,2.0,1,4,7008
60,11923,24,4.0,A14, A32, A41, A63, A75, A93, A101, A123, A143, A151, A173, A192, A201,1,1.0,2,4,7009
47,12193,45,4.0,A11, A34, A43, A61, A75, A93, A101, A122, A143, A152, A173, A191, A201,1,2.0,1,3,7010
10,650,66,4.0,A11, A34, A46, A61, A75, A93, A101, A124, A143, A152, A173, A191, A201,2,1.0,1,4,7011
12,2047,56,4.0,A11, A34, A42, A61, A74, A93, A101, A123, A143, A152, A172, A191, A201,1,2.0,1,2,7012
30,1321,26,2.0,A12, A34, A43, A61, A73, A93, A101, A122, A142, A152, A173, A191, A201,1,1.0,1,4,7013
4,556,19,4.0,A14, A32, A43, A61, A72, A92, A101, A121, A143, A152, A172, A191, A201,1,1.0,1,4,7014
7,3280,22,4.0,A14, A32, A43, A61, A73, A93, A101, A123, A143, A152, A173, A191, A201,2,1.0,1,2,7015
7,580,22,2.0,A14, A32, A43, A65, A73, A93, A101, A123, A143, A152, A173, A191, A201,1,1.0,1,4,7016
27,5812,31,1.0,A11, A32, A43, A61, A72, A93, A101, A123, A143, A152, A173, A192, A201,2,1.0,1,1,7017
6,2262,41,4.0,A12, A32, A46, A61, A75, A92, A101, A122, A143, A152, A172, A192, A201,1,1.0,1,2,7018
18,944,22,3.0,A11, A32, A42, A61, A73, A93, A101, A123, A143, A152, A173, A192, A201,1,1.0,1,4,7019
6,3049,32,4.0,A14, A32, A49, A62, A72, A93, A101, A122, A143, A152, A173, A191, A201,1,1.0,1,1,7020
45,1479,27,2.0,A12, A32, A43, A61, A73, A93, A101, A123, A143, A152, A173, A191, A201,2,1.0,1,4,7021
9,1336,28,2.0,A14, A34, A43, A65, A72, A93, A101, A123, A143, A152, A173, A191, A201,1,2.0,1,4,7022
5,1640,33,4.0,A14, A33, A46, A61, A71, A92, A101, A123, A143, A152, A174, A191, A201,2,1.0,1,1,7023
4,1501,50,4.0,A14, A32, A40, A61, A75, A93, A101, A124, A143, A153, A173, A191, A201,1,1.0,1,2,7024
46,4570,39,2.0,A11, A32, A42, A61, A72, A93, A101, A122, A143, A152, A173, A191, A201,1,1.0,1,4,7025
36,1335,23,2.0,A14, A34, A43, A61, A75, A92, A101, A123, A143, A151, A173, A192, A201,1,1.0,1,4,7026
9,738,56,4.0,A14, A34, A43, A63, A75, A93, A101, A122, A143, A152, A173, A191, A201,1,1.0,1,4,7027
15,2028,41,2.0,A14, A32, A43, A63, A75, A93, A101, A121, A143, A152, A173, A191, A201,1,1.0,1,3,7028
12,4459,30,1.0,A12, A32, A40, A61, A72, A93, A101, A121, A143, A152, A173, A192, A201,1,1.0,1,2,7029
48,1207,23,2.0,A14, A34, A43, A64, A73, A93, A101, A122, A143, A152, A173, A192, A201,1,2.0,1,4,7030
6,657,42,2.0,A11, A32, A40, A61, A74, A93, A101, A122, A143, A152, A173, A191, A201,1,1.0,1,4,7031
12,657,27,4.0,A14, A34, A41, A61, A73, A92, A101, A121, A143, A152, A173, A192, A201,1,1.0,1,4,7032
48,15774,19,2.0,A11, A32, A43, A61, A72, A92, A101, A123, A143, A152, A173, A191, A201,1,1.0,1,4,7033
6,591,55,4.0,A14, A31, A43, A61, A73, A93, A101, A122, A142, A152, A173, A191, A201,2,1.0,1,4,7034
12,5992,45,4.0,A11, A34, A41, A61, A75, A93, A101, A123, A143, A151, A173, A191, A201,1,2.0,1,3,7035
60,4454,23,2.0,A12, A32, A49, A65, A75, A93, A101, A123, A143, A152, A173, A191, A201,2,2.0,1,4,7036
4,327,23,1.0,A11, A32, A42, A61, A72, A92, A101, A122, A143, A152, A173, A191, A201,2,1.0,1,4,7037
15,1261,20,4.0,A11, A34, A43, A61, A73, A92, A101, A123, A143, A151, A172, A191, A201,1,2.0,1,4,7038
6,2229,32,4.0,A14, A32, A40, A61, A71, A93, A101, A124, A143, A153, A174, A192, A201,1,1.0,2,2,7039
12,3808,38,4.0,A14, A34, A49, A62, A74, A92, A101, A123, A141, A152, A174, A192, A201,1,2.0,1,3,7040
12,3593,45,2.0,A12, A32, A43, A61, A75, A93, A101, A121, A143, A152, A173, A191, A201,1,1.0,1,2,7041
12,3864,27,2.0,A14, A34, A41, A61, A75, A94, A101, A123, A142, A152, A174, A192, A201,1,2.0,1,4,7042
48,11017,33,4.0,A12, A32, A41, A65, A74, A93, A101, A123, A143, A152, A174, A192, A201,1,2.0,1,2,7043
10,2580,21,4.0,A11, A32, A42, A61, A73, A92, A101, A122, A143, A151, A173, A192, A201,2,1.0,1,2,7044
20,2223,26,2.0,A12, A32, A40, A62, A72, A92, A101, A122, A143, A152, A172, A191, A201,2,1.0,1,4,7045
36,3772,27,4.0,A11, A32, A42, A61, A73, A92, A101, A122, A143, A152, A174, A191, A201,1,1.0,1,2,7046
36,1101,26,2.0,A14, A34, A42, A61, A75, A93, A101, A121, A143, A152, A173, A192, A201,1,1.0,1,4,7047
12,280,65,3.0,A11, A32, A40, A61, A72, A93, A101, A121, A143, A152, A173, A191, A201,1,1.0,1,4,7048
9,2087,22,4.0,A11, A32, A42, A61, A74, A93, A101, A123, A143, A152, A173, A191, A201,2,1.0,1,4,7049
4,257,66,4.0,A14, A32, A43, A61, A74, A93, A101, A122, A143, A152, A173, A192, A201,1,1.0,1,4,7050
36,4151,23,1.0,A12, A32, A43, A61, A73, A93, A103, A121, A143, A152, A173, A191, A201,1,1.0,2,1,7051
6,4289,60,2.0,A11, A32, A40, A61, A73, A93, A101, A122, A143, A152, A172, A192, A201,1,1.0,1,2,7052
10,731,53,4.0,A14, A32, A43, A61, A75, A93, A101, A123, A143, A152, A172, A191, A201,1,1.0,2,4,7053
6,2822,64,4.0,A14, A34, A40, A61, A74, A93, A101, A121, A143, A152, A172, A191, A201,1,2.0,2,3,7054
9,1419,34,2.0,A12, A32, A42, A61, A75, A93, A101, A122, A143, A152, A172, A191, A201,1,1.0,1,4,7055
24,1974,25,1.0,A12, A31, A46, A65, A74, A93, A101, A123, A141, A152, A172, A191, A201,1,1.0,1,1,7056
9,824,26,2.0,A14, A32, A43, A65, A73, A93, A101, A124, A143, A151, A173, A191, A201,1,1.0,1,4,7057
48,7519,41,2.0,A14, A32, A42, A61, A73, A93, A101, A122, A143, A152, A173, A192, A201,1,1.0,1,2,7058
6,940,25,4.0,A14, A32, A46, A65, A75, A92, A101, A123, A143, A151, A173, A191, A201,1,1.0,1,4,7059
12,2219,47,2.0,A12, A32, A43, A61, A75, A93, A103, A121, A143, A152, A172, A191, A201,1,1.0,1,1,7060
11,3904,24,4.0,A11, A34, A46, A61, A75, A93, A101, A124, A143, A152, A174, A192, A201,2,2.0,1,2,7061
24,2102,29,2.0,A12, A34, A42, A61, A74, A93, A101, A123, A143, A152, A174, A191, A201,1,1.0,1,4,7062
6,1329,62,4.0,A11, A34, A42, A61, A75, A93, A101, A122, A143, A152, A173, A192, A201,1,1.0,1,4,7063
6,1007,30,2.0,A11, A32, A40, A61, A71, A93, A101, A122, A143, A152, A174, A192, A201,1,1.0,2,1,7064
10,6831,26,2.0,A14, A32, A42, A61, A73, A93, A101, A123, A143, A152, A173, A192, A201,1,1.0,1,2,7065
12,1553,23,2.0,A12, A32, A49, A61, A73, A93, A101, A121, A143, A152, A173, A191, A201,2,1.0,1,4,7066
18,356,54,4.0,A11, A34, A46, A61, A75, A93, A101, A123, A143, A152, A173, A191, A201,1,1.0,1,4,7067
15,1095,46,4.0,A12, A32, A49, A65, A73, A93, A101, A121, A142, A153, A173, A192, A201,1,3.0,1,4,7068
9,1313,21,4.0,A14, A34, A40, A61, A75, A92, A101, A123, A143, A152, A172, A191, A201,1,1.0,1,1,7069
6,1562,30,4.0,A11, A31, A46, A61, A71, A93, A101, A124, A141, A153, A172, A192, A201,1,3.0,1,3,7070
41,2477,33,2.0,A11, A32, A43, A65, A73, A93, A101, A121, A143, A152, A173, A192, A201,1,1.0,1,4,7071
18,1398,25,3.0,A12, A34, A42, A61, A74, A93, A101, A123, A143, A152, A173, A192, A201,1,2.0,1,2,7072
10,1191,26,2.0,A14, A32, A49, A61, A73, A92, A101, A121, A142, A152, A173, A191, A201,2,2.0,1,4,7073
36,4050,24,1.0,A12, A34, A43, A65, A74, A92, A101, A123, A143, A152, A172, A191, A201,1,2.0,1,1,7074
